business_id,stars,name,processed_text
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,stayed one night never come back toilet didnt work sick night couldnt flush window didnt seal way heard freeway night flock crow starting even earplug hoping nice warm shower morning water pressure horrible hot water hit miss room creepy musty smelling tacky yard sale furniture throughout building room dirty leave weekend early got hour sleep drive back la early miss traffic didnt get accident falling asleep avoid place nightmare waste money
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,thing wrong room large spider web outside room bug web either dead alive old sand bag directly across room bag open spilling others closed room stale smell bed large amount filth crumb spider web kill two really large spider visible suppose clean room sheet stain smelled clean sat bed body began itch started scratch killer grand finale pair dirty pink lady underwear hanging closet left staying minute want take critter home u chose drive hour back home middle night instead staying becoming hot bed bud bite body interested norman bates style hotel try place
v2L2HnZzYvHPgFcVBg2TUw,5,Summerland Inn,like place got character degree outside weekend ac amazing job keeping room cool decoration added nice character price place cant beat want star experience probably shouldnt come herebut go anywhere else sb x price
v2L2HnZzYvHPgFcVBg2TUw,3,Summerland Inn,place interesting cute outside cottage looking beautiful succulent flower everywhere friend decided place price prior arriving little iffy looked cute quaint also price budget friendly however upon arrival got room best way able describe friend grandma house hate sound like insult smelled antiquey dusty friend biggest fan able tolerate weird thing like see bedside table hotelsmotelsinns bible opened drawer found book note note frightened u first addressed someone apparently using someone el cc pay storage unit without consent however person addressed wasnt owner name might want better job cleaning every guest probably would turned well someone else found note thought owner sketchy card information anyway water shower felt different friend thought well im sure describe bothered bed mattress wayyyy firm way uncomfortable also went night came back little midnight locked thankfully owner came opened door annoying unfortunate wake middle night let u enjoyable part stay waking sun rising sun beam face therapeutic wont staying
v2L2HnZzYvHPgFcVBg2TUw,5,Summerland Inn,summerland inn beautiful owner mayis sweet lady ground elegant hospitatility couldnt nicer th room inside special code enter sister couldnt found nicer safer place stay sister tough time leaving saying thank may andf keeping u lady safe thrilled surroundings friend steve mel love ya
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,stayed one night never come back toilet didnt work sick night couldnt flush window didnt seal way heard freeway night flock crow starting even earplug hoping nice warm shower morning water pressure horrible hot water hit miss room creepy musty smelling tacky yard sale furniture throughout building room lobby dirty leave weekend early got hour sleep drive back la early miss traffic didnt get accident falling asleep avoid place nightmare waste money
v2L2HnZzYvHPgFcVBg2TUw,4,Summerland Inn,driving san francisco riverside long effing ride pulled santa barbara tried find motel crash vacancy wtf keep driving trusty little iphone took u summerland inn lady desk super friendly super nice said would night gave look said planing leaving within next hour took price thats like hear house extremely kitschy there abundance floral wall paper ton framed photograph baroque looking painting furniture mixed ikea table room comfortable heater though opened window get fresh air tv lot channel bathroom extremely clean free coffee tea made morning enjoyed place happy hour spent haha felt like grandma
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,worst hotelmotel ever seen could leave review put star would get star spelled poop one bed spread blood stain snail trail carpet chair carpet wasnt even nailed checked minute immediately checked topper front desk person tried tell didnt know refund almost went get one people life property stay away place
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,wow picture look great mold dirty floor gross bathroom old school tv lot money really nasty room disappointing
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,book elsewhere husband stayed one night never come back pillow case blood stain husband surprised confused disbelief went stair tell front desk lady said clean maybe didnt come bothered attitude place dirty cluttered place unacceptable
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,place tell nice however stayed recently hot water shower morning coffee room nasty rusted fixture mold ceiling bath pealing paint filthy worn chair stained carpet pulled back comforter lovely find stained sheet looked like blood went get refund move one around dont go
v2L2HnZzYvHPgFcVBg2TUw,4,Summerland Inn,perfect location little girly flower wall paper bed spread price high summer
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,summerland inn one thing discusting bad feeling inside room stayed slept top cover discusting place worried something gon na happen thats uncomfortable felt inside really put place construction renovate place old thing wall wallpaper coming wall bathroom insecure didnt even want inside place always wanted somewhere fact insecure place wanted sleep inside car discusting old cover everything discusting felt insecure straight discusting think anyone attend place
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,horrible experience outdated mold bathroom wallpaper shower although sink sheet appeared clean carpet bathroom floor dirty couch two chair filthy didnt want put suitcase charged room got key felt stuck late check already paid next time would leave without refund paid wouldnt expect pay night level disgust never write review want spare others horrible experience
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,absolutely horrible chose price le night hotel area start go way obviously get pay place look unkempt outside get worse go horrible dirty tacky decor probably early dust everywhere wallpaper peeling wall carpet worst old stained dont think cleaned vacuumed year given room enormous king bed tacky decor worn furniture mold blind bathroom mold shower absolutely refused walk without shoe carpet disgusting one toiletry given obviously used well avoid cost pay extra money stay somewhere doesnt bring wave nausea
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,one word disgusting everything horrible dont recommend property anybody
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,scam artist careful using debit card even begin comprehend place pas health inspection booked hotel online site arrived motel surprised unkept place looked went pay stay told pay additional dollar paid debit card person duty literally trying scam told website booked stated would charged motel said option leave either way would cost dollar cancellation fee arguing stupid scam trying pull left called online booking agent confirmed cancellation fee explained trying scam fifty dollar fee told allowed charge fee long story short called motel confirmed trying add extra charge able cancel free charge
v2L2HnZzYvHPgFcVBg2TUw,4,Summerland Inn,one place left vacancy didnt cost arm leg threeday weekend owner let u look room first pick room nice appreciate sink separate tub complaint found fair amount spider twonight stay
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,much potential place sad see hasnt gotten tlc desperately need carpet old couldnt stand walking bare foot everything seems old outdated dirty bed comfy sheet seemed clean though didnt want use blanket wouldnt stay unless got update cleaning need
v2L2HnZzYvHPgFcVBg2TUw,4,Summerland Inn,worked great family movein weekend ucsb everything santa barbara full way expensive convenient location room clean towel bit wimpy minor problem luxury place completely appropriate price come back easy walk several different cute place eat
v2L2HnZzYvHPgFcVBg2TUw,3,Summerland Inn,weve stayed last night think see comment came expectation set tone probably knew right next freeway knew older victorianstyle place knew lower lowest price nearby place santa barbara area going say fell love place nice enough well probably book future fact room got clean wellequipped microwave small refrig bathroom fine bed large bit squeeky know mean tv worked great lot charm noisy smelled fine clean linen didnt hear neighbor everyone started showering morning short ritz didnt irritate u either saying something afraid go ahead book place want decent room crash youre something area dont want spend room night local eatery within reasonable walking distance arent bad
v2L2HnZzYvHPgFcVBg2TUw,3,Summerland Inn,room horrifying dirty website picture room look nothing like person tv didnt work shower hot water paid close one night wouldnt even pay stay room totally let dont come hotel
v2L2HnZzYvHPgFcVBg2TUw,4,Summerland Inn,loved place might everybody thought charming quaint hotel like antique store like staying one actually there one literally right across street furniture dated good way hotel meant like trip back early midcentury yes fairly minimal amenity old furniture creek smell little funny overbearing anyway see lot people complaining think theyre missing point meant way like mentioned like antique feeling going back year great fun spot stay santa barbara area like old hitchcock movie im huge fan
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,horrible phone customer service didnt stay im glad didnt made reservation one half month advance due busy college move weekend got call hotel two day stay tell reservation cancelled dont room cause booked already said sorry dont surprise cancel reservation leave without room
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,worst business ever dealt booked room reading review tried cancel got hung total time wont answer phone trying verify booking cancelled dispute charge highly recommend stay elsewhere
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,even worth youre absolutely desperate absolute shithole sheet clean ripped whole place smell like urine old people good kind old peopleand urine
v2L2HnZzYvHPgFcVBg2TUw,2,Summerland Inn,room ok considering price expensive breakfast waited hour get someone getting room
v2L2HnZzYvHPgFcVBg2TUw,4,Summerland Inn,stayed one night king room charming clean comfortable good price le expensive alternative santa barbara proper although minute drive way definitely stay carol r
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,inn awful dusty stuffy room smelled like smoke dirty qtips bathroom floor finally checking exploring downtown little bit decided wanted stay else lady would give u refund proceeded yell u hang u told satisfied recommend staying shouldve read yelp review
v2L2HnZzYvHPgFcVBg2TUw,2,Summerland Inn,air conditioning upstairs tiny room felt like hot oven although provided multiple fan still hot addition bedframe stick bottom corner far little pillow tied even inevitable would bang shin trying negotiate tiny space around bed found also interesting small refridgerator dirty resting something unevenly versus sitting countertop saving grace mattress decently comfortable summerland easy traffic department would recommend driving highway highway spend couple extra dollar get something realistic comfortable
v2L2HnZzYvHPgFcVBg2TUw,5,Summerland Inn,fourth time staying last year amazing didnt read many existing review know people might feel place differently deeply trip doesnt start room booked beautiful bb fwy outside busy santa barbara yet close enough get minute room decorated bit antique feel stayed two three different room remember correctly nicely different opening window going bed invite breeze sea free coffee stair morning feel like waking cozzy house ever book cutely loud lady fun wonderful get along get know
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,graduation stayed overnight happy honestly several reason first front desk lady seemed rude speak good english step outside seemed like loose room old fashioned fan terrible air conditioner need updated everything inside outdated also window razor blade left seemed odd honestly wouldnt recommend anyone stay
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,ive never felt unsafe hotel room clearly sound water dripping upstairs room pipe like automatic coffee maker sounded like dripping room would explain wet carpet funky smell afraid ceiling would come onto bed seriously wondered would safer sleeping car night shouldnt feel way morning light clearly saw ceiling patched obviously didnt fix problem
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,worst hotel experience life worked hotel disgusted lack cleanliness room horrible customer service sheet dirty floor room crumb food dust wire hanging connected fridge television fridge dirty ant sink shower water even work asked pull really hard start room minute decided leave refunded half payed would recommend place
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,horrible dirty disgusting owner difficult understand accommodating much say disgusting place one stick could get tv working sent thought homeless man loitering front fix aggravated much almost two hour took fix tv finally went downstairs let finish guess battling reaching behind tv hook knuckle began bleed scraping wall bad enough worst never cleaned blood wall left tv worked blood running wall left imagine wasnt try clean entire place filthy didnt dare sleep sheet even bedspread luckily brought sleeping bag slept furniture looked like thrift store glass country lamp hanging table broken sharp shard glass left didnt leave star wouldnt even reporting place health dept
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,honestly give place zero star would boyfriend santa barbara weekend originally going stay night decided stay another night went bookingcom find cheap place place popped booked bad idea pulling looked sketchy lobby got worse vibe place sent chill spine made uncomfortable stay told boyfriend didnt feel safe let find another place stay lady helped u seemed owner seemed little gave card pay go back room charge odd said nevermind cancel payment going somewhere else seemed confused didnt want give refund back reversed good asked boyfriend credit card like leaving charge card clearly fund card nerve ask card way im glad didnt end staying went somewhere else cheaper safe dont recommend place anyone read review first thats done first
v2L2HnZzYvHPgFcVBg2TUw,5,Summerland Inn,cute little inn lovely night breakfast neighborhood dinner road
v2L2HnZzYvHPgFcVBg2TUw,2,Summerland Inn,gosh saved staying place breakfast included coffee lobby furniture reminded cast offs china perhaps coincidence smoke alarm x went hurry guest room would stay
v2L2HnZzYvHPgFcVBg2TUw,4,Summerland Inn,price good place relax night management helpful accommodating would recommend anyone looking cheap place crash
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,went summerland inn th may old hotel woke scream get there bed bug sure enough crawling pillow im freaked killed bug blood u bitten omg scary take home runnnnnnn dont stop stay alllll picture look quant set address ortega hill rd summerland ca mile south santa barbara ca
v2L2HnZzYvHPgFcVBg2TUw,2,Summerland Inn,guess considering area reasonably priced far room amenity pretty rough okay passing night would stay longer need lot structural work fresh cleaning dust cobweb awesome location walking distance lookout park beach access thats highlight
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,worse experience life noisy like sleeping nothing worked air conditioning tv control refrigerator nothing never person front desk person come open door half asleep probably able sleep due noise freeway
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,needed room night last weekend area pretty booked reserved place tax get meh pretty kitch next freeway fine guess minute later lb mirror fall wall randomly standing side room turn hadnt hung right instead hanging wire someone accidentally hung precariously frame ok everyone make mistake could injured kid severed toe literally time good everyone real kicker getting woken tv room next door person listening tv night suddenly got much louder woke thought itll get quiet well wait finally get bed go downstairs find manager something one around go back room try calling manager using room phone one pick call hotel outside line using cell phone still one pick people point would knock door offending room frankly wasnt feeling confrontational eager deal potentiallybelligerent stranger lay listening tv dialog wall pretty sure room tv right opposite wall bed room tv show came wasnt quite loud able go back sleep intermittently woke several time throughout early morning finally get annoyed sleepless rested tv still next door resign showering leaving asap comically bad night sleep sleep like rock last straw hot water take awesome cold shower needed sleepless night go downstairs explain hostess mirror dangerously fell wall could really hurt someone b tv next door night tried find someone talk avail c hot water morning really choice write review rarely write review usually place really dig never knock place bad day etc much asian good english dont know understood everything said least seemed said sorry said would call manager worst ive ever spent lodging know mirror get mishung ok know tv issue wasnt entirely fault sometimes get bad customer cant control walk door inn still someone available deal problem regardless time day night cold water well probably wont going back
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,ended booking room online whopping dollar night spend night heading la booked hotel picture website absolutely beautiful however arrived realized deceived first hotel look outside like bates motel reputable establishment sign tatter weed everywhere along bird yes real bird freak go near sitting cage front door woman walked didnt shoe looked gotten bed followed front desk greeted spooky doll swinging toy swing rafter saw doll already massively creeped let go told woman reservation didnt even bother looking reservation instead said okay took card directed room handed key key keycard instead old literal key got room sorely disappointed room looked like old room grandmother house dusty old air conditioning instead got box put ice water provided air conditioning good luck finding ice though window broken would close latch one chair also busted room two different bed pretty uncomfortable really got peephole room absolutely glass covering instead piece toilet paper place glass cover hole pretty creeped place decided eat buck rather stay place huge horror movie feel felt super creeped shouldve read yelp review buying room place match picture sent horrible experience ended finding another hotel stay rather spend night creepshow please make mistake made instead find another hotel
v2L2HnZzYvHPgFcVBg2TUw,5,Summerland Inn,exactly hoping expected wanted book reasonably priced room one night charm got even hoping upon check owner polite let know selected nice room right got cute room upstairs quaint ton charm fire place room clean bathroom nice shower stall bed big comfy owner sweet polite lovely stay hopefully back soon
v2L2HnZzYvHPgFcVBg2TUw,3,Summerland Inn,sb completely booked boyfriend chose summerland inn place cracked felt like game ispy different funny thing around property room towel stain old looking furniture felt like might fall apart bed comfortable owner cute bit confusing got room overall enjoyed great view room oh yeah two bed room need one done use bed charge linen fee also toilet wont flush check make sure water turned turned save water itd easy someone think hotel creepy id like call charming instead charming funny thanks summerland inn nighter
v2L2HnZzYvHPgFcVBg2TUw,4,Summerland Inn,husband liked funny place felt like staying grandma house creaky busy wallpaper cozy bed bug found front desk lady nice accommodating place ritz sleepy little funky inn end town
v2L2HnZzYvHPgFcVBg2TUw,1,Summerland Inn,imagine spending night great aunt old creepy never updated home right funeral place bed breakfast without breakfast last resort checking lobby filled ambiance chinese language tv show loudly emanating adjacent room fireplace mantel festooned several religious statue buddha vishnu many along troop waving cat figure reanimated madam wu took credit card provided door key requested king room received stephen king house horror room room decor garish fruity wallpaper dark mauve carpeting virtual antique tvvhsdvd combo grainy picture belied free wifi available room bathroom peeling paint buckled tile evidence mold gave feeling needing shower youve showered however put place top infestation roach counted hour stay living toilet tank coming toilet flushed bedroom area including one bed picked shoe floor put two roach hiding underneath ick completely utterly disgusting recommend place step sleeping car even hesitate youve warned
v2L2HnZzYvHPgFcVBg2TUw,2,Summerland Inn,booked place night last minute wasnt expensive reason odor wasnt clean wasnt sure room cleaned arrived sheet dirty stain comforter year old people renting room live u first class place terrible place either
