business_id,stars,name,processed_text
v_vqna00z6WqKcIJZDkbAw,5,C Nails,looking new salon westchase area reading review decided stop saturday pretty busy asked wait minute didnt mind grab food returned im familiar name yet guy assisted good job got gel set almost week chip still look pretty descent ill definitely returning
v_vqna00z6WqKcIJZDkbAw,1,C Nails,horrible service go another salon next day get nail fixed bad person took forever didnt seem care looked horrible
v_vqna00z6WqKcIJZDkbAw,5,C Nails,great gel manicure current one going week still look fresh id like color handiwork point
v_vqna00z6WqKcIJZDkbAw,5,C Nails,gotten shellac manicure far three time though beyond pleased result great job dont rush make sure happy end product sending way atmosphere relaxing warm welcoming wait try nail service
v_vqna00z6WqKcIJZDkbAw,5,C Nails,reading review looking around found salon qt awesome nail absolutely perfect im picky left salon happy perfect nail shes also sweet talked whole time loved mai sean also accommodating awesome place found gem
v_vqna00z6WqKcIJZDkbAw,5,C Nails,definitely sanctuary extremely reasonable pricing bf tried soon relocated area ive back several time peppermint pedi lavender pedi along basic manicure clear polish dont normally like getting color nail unless special occasion pedicurists wonderful friendly still cant believe service get spend thankfully live close drop within minute generally dont wait wait min busy sunday afternoon grabbed quick bite across street came back book
v_vqna00z6WqKcIJZDkbAw,4,C Nails,relaxing recommend peppermint pedicure took mom deluxe pedicure birthday money well spent mom hesitant go nail salon theyre often sanitary wed like one seemed clean enough staff friendly environment comfortable overall good value per person pedicure including hot stone massage mask towel wrap work room improvement wouldve liked see open new package use new filespumice u work beauty industry know standard procedure many salon spa appointment two started mom first left water long got cold wish wouldve u wait together instead good news still great pedicure
v_vqna00z6WqKcIJZDkbAw,5,C Nails,salon clean enjoying relaxing sweet pedicure led manicure table foot station disinfected french toe looked nice callus removed opted dipping powder french nail looking great sean fabulous job highly recommend salon salon clean sean took time end result satisfied customer took picture natural nail fabulous
v_vqna00z6WqKcIJZDkbAw,5,C Nails,ive going since june couldnt happier place manicure pedicure look great last great offering service staff friendly welcoming clean soothing salon dont feel like number customer focused also nail salon sometimes hurt work around clean nail place nothing ever hurt lastly try orange pedicure best rub cool lime foot feel refreshing followed warm oil poured orange rubbed foot leg followed warm stone amazing
v_vqna00z6WqKcIJZDkbAw,5,C Nails,hidden gem clean nice nail salon ive found go place new neighborhood ive time highly recommended everyone really nice friendly awesome menu different service play relaxing music even hgtv need inspiration mai girl awesome
