business_id,stars,text,name
7k9qGQyytbGxpJTnwxK6Xg,5,"Just like Chipotle! Food was great, very filling,  tasty,  and I got it quick. Everyone was nice and polite and they take Temple Diamond Dollars which is always a bonus for a student. The other night I came in to use the restroom without buying anything and they didn't care at all.",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,2,"I love Qdoba but this is kinda dirty, especially behind the counter. Comparing it to the one on City Line Avenue. That's a great one in service & cleanliness.",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,5,"Best burrito place in the world. Better than any real Mexican place. Better than chipotle, California tortilla, moes, baja grill, etc. if you don't like it get outta my face. Queso chicken burrito for life. Also has Choulua hot sauce which rules and Chipolte has tobasco which sucks ass",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,5,I like it.  the enviornment is clean and food is fresh. I had their taco salad with grilled chicken. The service is fast too.  pricy I know. if only they are cheaper I will show up more frequenctly.,QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,2,"I eat here often and i love their tacos, but the girl at the checkout counter today at 2-2:30pm was very rude. Guess i will visit chipotle from now on",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,2,"Let's face it, Qdoba is not where you should go if you're craving *real* Mexican food. But for those of us who work close by and are craving something other than the tuna sandwich that we brought for lunch, it's an OK choice.

My gripes are as follows:

1. It's way too expensive for what you get. You want a side of guac, which will turn out to be a negligible amount anyway, be prepared to refinance your house. You want something other than water to drink? Prepare, again, to dig deep in your wallet.

2. The lines and crowds. Yes, I get it. This is on/near a college campus. That doesn't make me any less annoyed when I walk in and the line is to the door.

3. Seating. Obviously with the crowds seating will be at a prime. Sometimes you're lucky, sometimes you're not.

4. The food. It's not very flavorful, but that's to be expected with a chain restaurant. 

My general advice is if you're not feeling like eating your tuna salad or egg salad or ham and cheese...choke it down and then reward yourself with a Mexican dinner at one of the really GOOD spots in Philadelphia. And while you're there, grab a margarita, too!",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,3,"Fast-casual burritos, clean restaurant, friendly service, fine place for cheap, quick lunches.",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,5,"Qdoba is the best chain-Mexican I've ever had and this location is on point all the time. Their food may be prepackaged and frozen at some point, but I would rather have this kind of chain than a McDonald's or some other giant. It should certainly have more than 3 stars as an average; try the chicken quesadillas if you're looking to try them for the first time!",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,4,"Down with Chipotle, in with Qdoba. Seriously, I'm a huge Qdoba fan. Service is pretty average. Not amazing not terrible. It's great Mexican food. And is so good! It won't disappoint at all. However, it's still a little pricy. Not a big fan of that haha. Not a place I would travel to either. I don't think my I've ever craved Qdoba before. It's just been a  ""oh look Qdoba, I guess I'll go there"" sort of thing.",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,2,"It's nice to have a nice, filling option close to where I live, but Qdoba is really nothing that you should travel very far too. I think I prefer Taco Bell!",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,1,"I was in town for a short visit and decided to grab a bite to eat off the side of Temple's campus. The restaurant seemed safe enough.. a few students, a few older folks, and a decent flow of others taking things to go. I had an interview the next day so I thought why not! Nothing like a burrito assembly line to keep me fueled until the next morning.

The food was delicious while I was eating it. However, the problem came later that night... throughout the night. It seems that I had gotten food poisoning from something in the burrito I ate. Long story short, the next few days and flight home weren't the most enjoyable. I hate to give it one star because the queso burritos looked pretty amazing, but I'd hate more for the same fate to fall upon another innocent soul.",QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,5,I eat here quite frequently it's always clean and the food is always fresh the workers are always nice and very professional,QDOBA Mexican Eats
7k9qGQyytbGxpJTnwxK6Xg,3,"Much better than Chipotle. Can you believe they're just now getting queso there???

I come here a lot. The parking meter machine in the back is always broken yet they still tow cars so I feel like I'm living on the edge when I can't find street parking. Most patrons are Temple students who don't have to worry about this though.

Last time I came it was 95 degrees out and no AC inside. No lemonade or sprite in the machine. I expect better of a chain restaurant!

But all in all they make the burritos that I love. Sometimes wrapped better than other times depending on the worker. I'm always gonna come here once a week to get my fix anyway.",QDOBA Mexican Eats
