business_id,stars,text,name
v2L2HnZzYvHPgFcVBg2TUw,1,"I stayed one night here and I will never come back. The toilet didn't work. I was sick during the night and couldn't flush. The window didn't seal all the way so I heard the 101 freeway all night and a flock of crows starting at 4:30 AM even with earplugs in. I was hoping for a nice warm shower in the morning, but the water pressure was horrible and the hot water was hit and miss. The room was creepy and musty smelling. Tacky yard sale furniture throughout the building and rooms. It was dirty. I had to leave my weekend early because I got only 3 hours of sleep and had to drive back to LA early to miss the traffic so I didn't get into an accident from falling asleep. Avoid this place!! It's a nightmare!! What a waste of money!!!",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"Things wrong with this room: large spider webs outside the room with bugs in the web that were either dead or alive, old sand bags directly across the room some of the bags were open and spilling out and others were closed, room had a stale smell, under the bed was large amounts of filth, crumbs and spider webs, had to kill two really large spiders that were visible to who were suppose to clean the room, sheets had stains but smelled clean, when we sat on the bed our bodies began to itch and we started to scratch, and the killer of them all the grand finale: There were a pair of dirty pink ladies underwear hanging in the closet.  

We left after only staying for 10 minutes because we did not want to take any critters home with us.  So we chose to drive 2 hours back home in the middle of the night instead of staying and becoming a hot bed for buds to bite our bodies.

If you are interested into the Norman Bates style hotel try this place.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,5,"I like the place. It's got character. It was 102 degrees outside this weekend but the AC did an amazing job keeping the room cool and the decorations added nice character. For the price this place can't be beat. If you want a 5 Star experience you probably shouldn't come here,but if you go anywhere else in SB it will be 5x the price.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,3,"This place is interesting. It's very cute outside, cottage looking and beautiful succulents and flowers everywhere. My friend and I decided on this place because of the price. Prior to arriving, I was a little iffy but again, it looked cute and quaint - also the price was budget friendly. However, upon arrival, we got into our room and the best way I was able to describe it to my friend was ""grandmas house"". I hate that it sounds like an insult, but it just smelled antique-y and dusty. My friend was not the biggest fan but I was able to tolerate it. I have this weird thing where I like to see if all bedside tables at hotels/motels/inns have bibles, but I opened the drawer and found a book and a note. The note frightened us at first, because it was addressed to someone who apparently was using someone else's CC to pay for storage units without consent. However, the person it was addressed to wasn't the owners name but they might want to do a better job at cleaning after every guest, because it probably would not have turned out well if it was someone else who found the note and thought the owner was being sketchy with our card information. ANYWAY, the water in the shower felt different, my friend thought so as well. I'm not sure how to describe it. But what bothered me most, was the bed. The mattress was wayyyy too firm and way too uncomfortable. Also, we went out at night and came back a little after midnight and we were locked out. Thankfully the owner came and opened the door but how annoying and unfortunate for her to have to wake up in the middle of the night just to let us in. The only enjoyable part of the stay was waking up to the sun rising and then having the sun beam against my face, it was therapeutic. But I won't be staying here again.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,5,"The Summerland Inn is so beautiful, and the owner May,is a sweet lady!! The grounds are so elegant and her hospitatility couldn't have been nicer!! Th room was inside, with a special code to enter!! My sister and I couldn't have found a nicer and safer place to stay!! My sister is having a tough time leaving!! JUST SAYING!!!! 
Thank you again May, for just being you andf keeping us ladies SAFE!!!! And thrilled with our surroundings and friends we now have!! Steve and Mel!! LOVE YA!!!!",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"I stayed one night here and I will never come back. The toilet didn't work. I was sick during the night and then couldn't flush. The windows didn't seal all the way so I heard the 101 freeway all night and a flock of crows starting at 4:30 AM (even with earplugs in.)  I was hoping for a nice warm shower in the morning, but the water pressure was horrible and the hot water was hit and miss. The room was creepy and musty smelling. Tacky yard sale furniture throughout the building and rooms and lobby. It was dirty. I had to leave my weekend early because I got only 3 hours of sleep and had to drive back to LA early to miss the traffic so I didn't get into an accident from falling asleep. Avoid this place!! It's a nightmare!! What a waste of money!!!",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,4,"Driving from San Francisco to Riverside is a long effing ride. So we pulled over in Santa Barbara and tried to find motels to crash in.

NO Vacancy. WTF. We keep driving and my trusty little iphone took us to summerland inn. It was about 1 am. The lady at the desk was super friendly and super nice. She said it would be $80 for the night and I gave her a look and said it is only 1 am and we were planing on leaving within the next 8 hours. She took the price down to $60. Thats what I like to hear.

The house itself is extremely kitschy. Theres an abundance of floral wall paper with tons of framed photographs, some baroque looking paintings and furniture mixed with ikea tables. The rooms were comfortable. The heater had been on though so we opened our windows to get some fresh air in. The tv's had a lot of channels and the bathrooms were extremely clean.

Free coffee and tea was made in the morning. 

I enjoyed this place and was very happy with the 9 hours I spent here haha. I felt like I was at my grandmas.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"This is the worst hotel/motel that I have ever seen! If I could leave a review and not put a star it would get 0 stars! It spelled, it had poop on one bed spread and the other had blood stains! There was snail trail on the carpet AND the chair! The carpet wasn't even nailed down! We checked in for 10 minutes and then immediately checked out! Topper, the front desk person tried to tell me she didn't know how to do a refund, I almost had to do it for her until she went to get one of the people that lives on the property to do it for her! Stay away from this place!",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"WOW, the pictures look great, BUT..... Mold, dirty floors, gross bathroom, old school TV, a lot of money for a really nasty room, very disappointing.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"BOOK ELSEWHERE!!! My husband and I stayed one night and will never come back.  Pillow case had a blood stain.  My husband and I were surprised and confused in disbelief.  I went down stairs to tell the front desk about it and the lady said ""those are clean, but maybe it didn't come off"".  She was bothered and had an attitude about it.  

The place is dirty and cluttered. 

This place is unacceptable to me.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"This place you can tell was once nice however, I stayed recently. There was no hot water for a shower in the morning & no coffee. the room was nasty with rusted fixtures, mold on ceiling in the bath, pealing paint, filthy worn chairs, stained carpet. When I pulled back the comforter it was so lovely to find a stained sheet ( looked like blood) . I went down to get a refund and move on and NO ONE was around. Don't go here..",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,4,"Perfect location. A little ""girly"" with all the flower wall paper and bed spreads. Price was high during summer.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"the summerland inn is one thing. discusting. had such a bad feeling inside the rooms, that when we stayed, we slept in top of the covers. discusting place. i was very worried something was gonna happen to me and that's how uncomfortable i felt inside there. they should really put that place under construction and renovate the place because there was very old things on the walls, and the wallpapers were coming off the walls in the bathrooms. I was so insecure that I didn't even want to be inside the place.  I always wanted to be out somewhere. the fact that I was so insecure about the place, I wanted to sleep inside the car. discusting. they had very old covers, and just everything was very discusting and I felt very insecure. just straight discusting. do not think ANYONE should attend this place.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"Horrible experience. More than outdated, mold on bathroom wallpaper and in shower. Although sink and sheets appeared clean, carpet and bathroom floor dirty, couch and two chairs so filthy didn't want to put suitcases down. Charged for room before we got keys, felt stuck because of late check in and already paid. Next time would leave with or without a refund. Paid $200 and wouldn't expect to pay $40/night for this level of disgust. I never write reviews but I want to spare others from having this horrible experience.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"Absolutely horrible.  Chose it because of the price - less than $200/night - other hotels in the area start at $300 and go up (way up!).  Obviously you get what you pay for!!  

Place looks unkempt from the outside - and it gets worse when you go in!  Horrible, dirty, tacky decor probably from the early 1980s.  Dust everywhere, wallpaper peeling off the walls and the carpet was the worst - old, stained and I don't think it's been cleaned or vacuumed in years.  We were given Room #4 - enormous king bed, more tacky decor, worn out furniture.  Mold on the blinds in the bathroom, mold in the shower and I absolutely refused to walk without shoes on that carpet.  Just disgusting!!  One of the toiletries we were given was obviously used as well.

Avoid at all costs!  Pay the extra money and stay somewhere that doesn't bring on a wave of nausea!!",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,One word.... disgusting. Everything about it was horrible. I don't recommend this property to anybody.,Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"Scam Artists Be Careful Using Debit Card!!!!!

I cannot even begin to comprehend how this place can pass a health inspection! I booked this hotel through an online site. I arrived at the motel and was surprised at how unkept the place looked. I went in to pay for my stay and was told that I had to pay an additional 50 dollars if I paid with a debit card? The person on duty was literally trying to scam me. I told him that the website I had booked through stated I would not be charged more at the motel. He said I had the option to leave but either way it would cost me $140 dollars for a cancellation fee. After arguing with him about this stupid scam he was trying to pull I left called the online booking agent and they confirmed there was a $140 cancellation fee, I explained he was trying to scam me with a fifty dollar fee and they told me he was not allowed to charge that fee. Long story short they called the motel, they confirmed he was trying to add extra charges and I was able to cancel free of charge.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,4,"One of the few places left with vacancies that didn't cost an arm and a leg on a three-day weekend.  The owner let us look at the rooms first and pick ours.

The room was nice, I appreciate that the sink was separate from the tub.  My only complaint were that we found a fair amount of spiders in our two-night stay.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,So much potential in this place. It is sad to see it hasn't gotten the TLC it so desperately needs. Carpet is very old and I couldn't stand walking on it with my bare feet. Everything just seems so old and outdated and dirty. Bed was comfy and sheets seemed clean though I didn't want to use the blankets. I wouldn't stay here again unless it got the updates and cleaning it needs.,Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,4,"This worked great for my family. This is move-in weekend at UCSB and everything in Santa Barbara was full or way too expensive. This was convenient in location and the room was clean. The towels were a bit wimpy, but a minor problem. This is not a luxury place, but completely appropriate for the price. We will come back. Easy to walk to several different cute places to eat!",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,3,"We've only stayed here once, which was last night, and I think we can see where all of the comments came from. Our expectations set the tone, probably ... we knew it was right next to the freeway, we knew it was an older Victorian-style place, and we knew it was $50 lower than the lowest price at any nearby places in the Santa Barbara area.

Not going to say we fell in love with the place, but it was nice enough, and we'll probably book there, in the future.

Fact is, the room we got was clean, well-equipped with a microwave and small refrig, bathroom was fine, bed was large and a bit squeeky, if you know what I mean, tv worked great, lots of charm, not too noisy, smelled fine, clean linens, didn't hear any of the neighbors until everyone started showering, in the morning ... in short ... not the Ritz, but didn't irritate us, either ... which is saying something. :)

Do not be afraid ... go ahead and book this place, if you want a decent room to crash in when you're doing something in the area and don't want to spend $50 more for a room for the night. Local eateries within reasonable walking distance aren't not too bad.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,3,"Rooms are horrifying and dirty. The website has pictures of the rooms and they look nothing like it in person. TV didn't work. Shower was out of hot water. Paid close to 200 for one night and I wouldn't even pay 30 to stay in this room. Totally a let down, don't come to this hotel",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,4,"I loved this place! Might not be for everybody, but I thought it was a charming quaint hotel. If you like antique stores, this is like staying in one! Actually, there's one literally right across the street! The furniture here is very dated, but in a good way. The hotel is meant to be like a trip back to early mid-century. Yes, it's fairly minimal in amenities, and the old furniture creeks and smells a little funny, but it's not overbearing in anyway. I see a lot of people complaining about this, but I think they're missing the point! It's meant to be that way! Like I mentioned, if you like antiques and the feeling of going back a few years, then this is a great, fun spot to stay in the Santa Barbara area. It's like being in an old Hitchcock movie, which I'm a huge fan of!",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"Horrible phone customer service! I didn't stay there and I'm glad I didn't. I had made my reservation one and a half month in advance due to a busy college move in weekend.  I got a call from the hotel two days before my stay to tell me that my reservation had been cancelled and that they don't have a room for me cause they are all booked already. All they said was ""sorry"". Don't be surprise if they cancel your reservation and leave you without a room.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"This has to be the worst business I have ever dealt with. We booked a room, and then after reading the reviews, we tried to cancel. We got hung up on, a total of 9 times. Now they won't answer the phone. We are just trying to verify that the booking is cancelled. I will dispute any charges and highly recommend to stay elsewhere.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,Not even worth it if you're absolutely desperate. THIS IS AN ABSOLUTE SHITHOLE. The sheets were not clean and they were ripped. The whole place smells like urine and old people. And not the good kind of old people...and urine.,Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,2,"The rooms are ok, but considering the price it is expensive, and there is not breakfast. I waited an hour to get someone getting me a room.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,4,"We stayed one night. King room was charming. Clean and comfortable. Good price and less expensive alternative to Santa Barbara proper although it is only a 10-15 minute drive a way. Will definitely stay again.
Carol R",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,This inn was awful- it was dusty and stuffy. Our room smelled like smoke and there were dirty Q-tips on the bathroom floor. After finally checking in and exploring downtown a little bit we decided we wanted to stay some where else. The lady would not give us a refund and proceeded to yell at us and then hang up on us after we told her we were not satisfied. I DO NOT RECOMMEND STAYING HERE! I should've read the Yelp reviews before..,Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,2,"There was no air conditioning, so the upstairs tiny room felt like a hot oven  and although they provided multiple fans, it still was too hot. In addition, the bedframe sticks out on the bottom corner so far they have little pillows tied to them, but even then, it was inevitable that you would bang your  shins on them trying to negotiate the tiny space around the bed. I found it also interesting that the small refridgerator was dirty and was resting on something unevenly versus sitting on a countertop. The only saving grace was that the mattress was decently comfortable and that Summerland is very easy in there  traffic department. I would recommend driving down the highway or up the highway and spend a couple extra dollars to get something more realistic and comfortable.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,5,"This is the fourth time I am staying here in the last few years. It's been amazing as it has been. I didn't read too many of existing reviews but I know people might feel about a place differently. For me, deeply, my trip doesn't start until I have the room here booked. It's a beautiful b/b off the fwy, outside of busy Santa Barbara yet close enough to get there in a few minutes. The rooms are decorated with bit antique feel. I have stayed in two or three different rooms and if I remember correctly, they are all nicely different. Opening the window before going to bed invites the breeze from the sea. Free coffee down stairs in the morning does feel like waking up from a cozzy house I ever had. Book here! The cutely loud lady is fun and wonderful to get along with once you get to know her!",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,Was out here for a graduation and stayed here overnight and I was not happy honestly for several reasons. First of all the front desk lady seemed rude and does not speak good English. The steps outside seemed like they were loose and the room was very old fashioned with no fan a terrible air conditioner and it needs to be updated because everything inside is outdated. Also by the window there was a razor blade that was left which seemed odd to me. I honestly wouldn't recommend for anyone to stay here.,Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"I've never felt so unsafe in a hotel room. There was clearly the sound of water dripping from the upstairs room - not in pipes, but like an automatic coffee maker. It sounded like it was dripping into the room, which would explain the wet carpet and funky smell. I was afraid the ceiling would come down onto our bed, and seriously wondered if we would be safer sleeping in the car. For $200/night, we shouldn't feel that way. In the morning light we clearly saw where the ceiling had been patched - obviously didn't fix the problem.",Summerland Inn
v2L2HnZzYvHPgFcVBg2TUw,1,"This was the worst hotel experience of my life. I worked in hotels and was disgusted by the lack of cleanliness in our room and the horrible customer service. Our sheets were dirty, the floor of our room had crumbs, food and dust, there were wires just hanging out that connected to the fridge and television. Our fridge was dirty, there were ants in our sink, and the shower water did not even work. We were asked to pull really hard to start it. We were in the room for 30 minutes before we decided to leave and we were only refunded half of what we payed. I would not recommend this place.",Summerland Inn
